b\a	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	1.57310111769	[]	[]	[]
2	1	[]	[]	[]	1.70603885014	[]	[]	[]
3	0	[]	[]	1.47848632413	1.61464094269	1.66754471548	[]	[]
3	1	[]	[]	1.71011650448	1.6002733137	1.36105407756	[]	[]
4	0	[]	[]	[]	1.84733658474	[]	[]	[]
4	1	[]	[]	[]	1.58301909006	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
