c\b	mol	0	1	2	3	4
0	0	[]	[]	0.695485549462	[]	[]
0	1	[]	[]	0.709829443687	[]	[]
1	0	[]	1.29110238659	0.622040070764	0.808154547174	[]
1	1	[]	0.771526885406	0.668539528592	1.27534591263	[]
2	0	1.49796286636	0.762803846762	0.0	0.439176071903	0.843920457292
2	1	0.887083208072	-0.0645629465217	0.331549287714	1.79958283819	1.59489051832
3	0	[]	1.28947217815	0.618816580998	0.804748968862	[]
3	1	[]	0.768202923695	0.665522171352	1.27205594834	[]
4	0	[]	[]	0.693969488008	[]	[]
4	1	[]	[]	0.70952178921	[]	[]
