c\b	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	0.672207790281	[]	[]
1	1	[]	[]	0.503824496318	[]	[]
2	0	[]	1.12167240824	0.16466566009	1.60763832991	[]
2	1	[]	0.806932255262	1.13369749169	2.16234160445	[]
3	0	[]	[]	0.667360686223	[]	[]
3	1	[]	[]	0.499689753076	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
