a\c	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	0.354917988625	[]	[]
1	1	[]	[]	0.332060194083	[]	[]
2	0	[]	1.29110238659	0.762803846762	1.28947217815	[]
2	1	[]	0.771526885406	-0.0645629465217	0.768202923695	[]
3	0	[]	[]	1.12167240824	[]	[]
3	1	[]	[]	0.806932255262	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
