c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.27201113085	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	2.10341904337	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	2.11020705453	2.27056079301	2.47385266334	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.1924882015	2.58724209183	2.53207567815	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	2.39616766968	1.68714401967	2.02355669881	2.28421494966	2.50820066308	[]	[]	[]	[]
4	1	[]	[]	[]	[]	2.2366277254	1.8928004819	2.05988667388	2.19791302167	2.28392191027	[]	[]	[]	[]
5	0	[]	[]	[]	2.15962292999	2.04135064854	1.97912032398	2.05066478726	2.10935103262	2.17358578167	2.50465440681	[]	[]	[]
5	1	[]	[]	[]	2.12049808927	2.12979048443	2.03970820286	1.96295640684	2.04267297677	2.10173289691	2.21594062045	[]	[]	[]
6	0	[]	[]	2.53351838793	2.23597213089	1.79473080036	1.06700598095	1.82433950246	1.69033296947	2.06498181729	2.24488633882	2.63513189006	[]	[]
6	1	[]	[]	2.41432301412	2.28344680179	1.89223385577	1.75714720686	1.19708295963	1.32518637307	1.87460405376	2.21205816508	2.45525181803	[]	[]
7	0	[]	[]	[]	2.13910271229	1.99475576066	1.91375477607	1.95520565454	2.01637953585	2.03293701034	2.37607894088	[]	[]	[]
7	1	[]	[]	[]	2.13878172964	2.10563078816	2.02076211795	1.89965233409	1.96384401066	1.97407624964	2.11145105515	[]	[]	[]
8	0	[]	[]	[]	[]	2.38005231386	1.65916600803	1.98833317099	2.23446677379	2.46405681883	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.22792612141	1.87165403747	2.03557343	2.17316499543	2.24585682525	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.11494189379	2.2665241401	2.47512861308	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	2.19581051794	2.59619403463	2.55169105852	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	2.27969577708	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	2.10961663515	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
