b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	2.20996253025	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.20772952238	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	2.42077670821	2.25920934324	2.40973460765	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	2.44375570728	2.5131558604	2.13953452387	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	2.23101927875	1.95174925679	2.19390429926	2.28463856486	2.11020705453	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.0601127427	2.56695376417	2.13082147289	2.36308494525	2.1924882015	[]	[]	[]	[]
6	0	[]	[]	[]	2.39377952169	2.13660802981	2.00324037235	2.02267201697	2.09958388551	2.27056079301	2.29514298413	[]	[]	[]
6	1	[]	[]	[]	2.60298753262	2.17531780826	1.92587370322	2.04157642105	2.1688485291	2.58724209183	2.21433062096	[]	[]	[]
7	0	[]	[]	[]	[]	2.01044735222	2.20253220875	2.29370014728	2.21079337211	2.47385266334	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.16666210747	2.04928217874	2.24717904438	2.09878955426	2.53207567815	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	2.22134751072	2.38750082494	2.34738057747	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	1.94808972318	2.17469269278	2.28137525741	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	2.19802167622	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	2.21439729394	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
