a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	2.37591189501	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.46966176361	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	2.16978197689	2.21946080372	2.30621445244	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	2.20782549974	2.48075132341	2.32863523501	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	2.18632345382	1.95600719623	1.87950655739	2.02677332865	2.22285126467	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.36108788845	2.19063200112	2.15552649697	2.32516159978	2.41355364977	[]	[]	[]	[]
6	0	[]	[]	[]	2.20996253025	2.04538165522	2.06346076729	1.47259223876	2.08076576674	2.08404890147	2.2081928681	[]	[]	[]
6	1	[]	[]	[]	2.20772952238	2.15765846639	1.99167776568	1.66510926749	2.05270930908	2.20195204179	2.21227515895	[]	[]	[]
7	0	[]	[]	[]	[]	2.26004661122	2.21636909062	1.85966385299	2.19767659381	2.27507257204	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.18620253974	2.38315013107	1.94183367509	2.36973038541	2.20987994719	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	2.15962292999	2.23597213089	2.13910271229	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.12049808927	2.28344680179	2.13878172964	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	2.43371022655	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	2.36108859074	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
