c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	2.26186899828	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	2.49695916898	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	2.27287935907	2.4069673611	2.42232970835	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	2.38716733579	2.37692410637	2.25055056326	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.42077670821	1.95174925679	2.00324037235	2.20253220875	2.22134751072	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.44375570728	2.56695376417	1.92587370322	2.04928217874	1.94808972318	[]	[]	[]	[]
4	0	[]	[]	[]	2.18632345382	2.13455450266	2.08325657	1.98440365398	1.96506350958	2.10314973292	2.19726768472	[]	[]	[]
4	1	[]	[]	[]	2.36108788845	2.33227668117	2.09523218581	1.97691339858	2.1197557366	2.1133738264	2.23692163614	[]	[]	[]
5	0	[]	[]	2.05264013965	1.95600719623	2.01691382955	1.92343260063	1.97736179204	1.98655442301	2.0626570097	2.0612099257	2.20146710285	[]	[]
5	1	[]	[]	2.2533358603	2.19063200112	2.18933463557	2.01145697145	1.87995712169	1.93589691603	2.03330467536	2.09000669782	2.10877943497	[]	[]
6	0	[]	2.25827107429	1.52772934915	1.87950655739	1.39817519849	1.02114116085	0.902594822616	1.45406129622	1.54337812765	1.81734909207	2.28250693236	2.3935426988	[]
6	1	[]	2.4711950133	2.55669034216	2.15552649697	1.97017798957	1.57555286737	1.22259984721	1.28901459704	1.49346332833	1.8526485733	2.15350221708	2.35656381146	[]
7	0	[]	[]	2.1784633052	2.02677332865	2.08770781428	2.00042940273	2.02918767468	2.01259927316	2.08074856612	2.05085143027	2.14975919201	[]	[]
7	1	[]	[]	2.37666286354	2.32516159978	2.29945209561	2.10783317468	1.99350500649	2.00082467484	2.08966535216	2.14956136482	2.12504749093	[]	[]
8	0	[]	[]	[]	2.22285126467	2.17302326249	2.09491224201	1.99116670797	1.98371629354	2.12706603308	2.22007434283	[]	[]	[]
8	1	[]	[]	[]	2.41355364977	2.36183054109	2.12454941009	1.99187910494	2.14118864058	2.13464700728	2.25018785882	[]	[]	[]
9	0	[]	[]	[]	[]	2.43586310188	1.93782454146	2.0177115037	2.21156706997	2.23893849003	[]	[]	[]	[]
9	1	[]	[]	[]	[]	2.48541773105	2.57988559232	1.94213765308	2.04847416728	1.91610710594	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	2.26911198131	2.40959700727	2.4404527926	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	2.37423925298	2.37357144206	2.2557916754	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	2.26114168171	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	2.49915543484	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
