b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	2.3393466776	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	2.16617183159	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	2.05264013965	2.09213551778	2.13434867084	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	2.2533358603	2.13585567427	2.12178738282	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.16978197689	1.95600719623	2.06346076729	2.21636909062	2.15962292999	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.20782549974	2.19063200112	1.99167776568	2.38315013107	2.12049808927	[]	[]	[]	[]
4	0	[]	[]	[]	2.15219491583	2.03758867139	2.01691382955	1.97821747388	2.11019862967	2.04135064854	2.28418170392	[]	[]	[]
4	1	[]	[]	[]	2.33651835458	2.11695682484	2.18933463557	2.04537677838	2.05264924503	2.12979048443	2.18618696872	[]	[]	[]
5	0	[]	[]	2.10399793715	1.98919486097	2.02451370427	1.92343260063	1.95878733662	1.94545890279	1.97912032398	1.91803468214	2.11489972053	[]	[]
5	1	[]	[]	2.23963671604	2.18030204808	2.10480971718	2.01145697145	1.92569787671	2.06363630726	2.03970820286	2.10462286639	2.16569801779	[]	[]
6	0	[]	2.00109840549	1.91513769697	1.97109718235	1.84554738051	1.97736179204	2.04277999708	2.12390303533	2.05066478726	1.960660678	1.98338817969	2.30541605761	[]
6	1	[]	2.10404518095	2.06775675941	2.18831236797	2.01417358178	1.87995712169	2.02028352773	1.93312997304	1.96295640684	1.96546302673	1.72800237587	2.00842205253	[]
7	0	[]	[]	2.14134792592	2.03839041967	1.82685163479	1.98655442301	1.96742314436	2.01658764484	2.10935103262	2.20282550988	2.5313371434	[]	[]
7	1	[]	[]	2.10360317141	1.97630645594	1.9008480164	1.93589691603	1.91631317458	2.00175629458	2.04267297677	2.1843465938	2.14374950049	[]	[]
8	0	[]	[]	[]	2.16102228691	2.13364591887	2.0626570097	2.00491305354	2.10739021628	2.17358578167	2.38774677046	[]	[]	[]
8	1	[]	[]	[]	2.24148959731	1.98807983941	2.03330467536	1.9757465434	2.08235406699	2.10173289691	2.23643759125	[]	[]	[]
9	0	[]	[]	[]	[]	2.20316885228	2.0612099257	2.06884834373	2.24767105713	2.50465440681	[]	[]	[]	[]
9	1	[]	[]	[]	[]	2.23662935996	2.09000669782	2.20093079024	2.20641582075	2.21594062045	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	2.20146710285	2.1115949965	2.41145931205	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	2.10877943497	2.0757680948	2.23413343255	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	2.26602781186	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	2.06732551827	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
