a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	2.43910877365	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	2.48670434978	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	2.10399793715	2.4268097963	2.22304444787	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	2.23963671604	2.44682131167	2.36028154723	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.15202488115	1.98919486097	1.72334215242	2.12032851178	2.20256137368	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.40624153774	2.18030204808	2.12667718706	2.31745418212	2.45228706752	[]	[]	[]	[]
4	0	[]	[]	[]	2.23101927875	2.09651536557	2.02451370427	1.56965777568	2.16188972503	2.13721516368	2.25659062372	[]	[]	[]
4	1	[]	[]	[]	2.0601127427	2.38651567893	2.10480971718	1.65918816527	2.21573302828	2.40865977249	2.05218237041	[]	[]	[]
5	0	[]	[]	2.27287935907	1.95174925679	2.08325657	1.92343260063	1.02114116085	2.00042940273	2.09491224201	1.93782454146	2.26911198131	[]	[]
5	1	[]	[]	2.38716733579	2.56695376417	2.09523218581	2.01145697145	1.57555286737	2.10783317468	2.12454941009	2.57988559232	2.37423925298	[]	[]
6	0	[]	2.34359168645	2.24182736931	2.19390429926	2.03855898385	1.95878733662	0.882752449889	1.98101977744	2.06299778044	2.20018439682	2.2429114082	2.34385542386	[]
6	1	[]	2.47749359453	2.36319470366	2.13082147289	2.06329272364	1.92569787671	1.15818374826	1.95916632332	2.08557326576	2.13156134474	2.3573181781	2.47537180357	[]
7	0	[]	[]	2.25786390317	2.28463856486	1.98560728016	1.94545890279	1.38714530102	1.906789374	1.97226164723	2.31066010503	2.26537859981	[]	[]
7	1	[]	[]	2.2557777192	2.36308494525	2.13829246239	2.06363630726	1.0747535844	2.06213897487	2.14063132474	2.38811809754	2.25706034037	[]	[]
8	0	[]	[]	[]	2.11020705453	1.68714401967	1.97912032398	1.06700598095	1.91375477607	1.65916600803	2.11494189379	[]	[]	[]
8	1	[]	[]	[]	2.1924882015	1.8928004819	2.03970820286	1.75714720686	2.02076211795	1.87165403747	2.19581051794	[]	[]	[]
9	0	[]	[]	[]	[]	2.18074661389	1.91803468214	1.89743589025	1.84470656509	2.13181915099	[]	[]	[]	[]
9	1	[]	[]	[]	[]	2.10897878566	2.10462286639	1.9882301861	2.04460672891	2.07502592037	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	2.11489972053	1.84731186879	2.01173088563	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	2.16569801779	1.85182316775	2.07808733299	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	2.29538118108	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	2.35675052696	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
