a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	2.24065614049	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	2.39151569033	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	2.14134792592	1.91135812041	2.22917333943	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	2.10360317141	2.03463308474	2.21465181052	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.21947377858	2.03839041967	2.04500946446	2.13727203807	2.25651151962	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.1253640896	1.97630645594	1.98992241103	2.06057920184	2.18442548885	[]	[]	[]	[]
4	0	[]	[]	[]	2.01044735222	2.09699533931	1.82685163479	1.52481903379	1.93209987563	2.12630568242	2.00250238309	[]	[]	[]
4	1	[]	[]	[]	2.16666210747	1.94402232058	1.9008480164	1.7392424037	2.02743928548	1.98981600314	2.18769280442	[]	[]	[]
5	0	[]	[]	2.42232970835	2.20253220875	1.96506350958	1.98655442301	1.45406129622	2.01259927316	1.98371629354	2.21156706997	2.4404527926	[]	[]
5	1	[]	[]	2.25055056326	2.04928217874	2.1197557366	1.93589691603	1.28901459704	2.00082467484	2.14118864058	2.04847416728	2.2557916754	[]	[]
6	0	[]	2.61945255257	2.26379624877	2.29370014728	2.02277325229	1.96742314436	0.801355696984	1.95225888853	2.02644009789	2.30707835839	2.2744105036	2.63073163757	[]
6	1	[]	2.36161774573	2.2601974106	2.24717904438	2.03267430681	1.91631317458	0.607075520336	1.91473163013	2.04653148236	2.27250680979	2.26913840056	2.36734625343	[]
7	0	[]	[]	2.5966110146	2.21079337211	2.05119348598	2.01658764484	1.30048626452	1.94928926923	2.03491139255	2.21595984693	2.62005275632	[]	[]
7	1	[]	[]	2.33146947587	2.09878955426	2.06084356342	2.00175629458	0.708810712219	1.95352051272	2.050674987	2.11313060255	2.34424261527	[]	[]
8	0	[]	[]	[]	2.47385266334	2.28421494966	2.10935103262	1.69033296947	2.01637953585	2.23446677379	2.47512861308	[]	[]	[]
8	1	[]	[]	[]	2.53207567815	2.19791302167	2.04267297677	1.32518637307	1.96384401066	2.17316499543	2.55169105852	[]	[]	[]
9	0	[]	[]	[]	[]	2.41669718979	2.20282550988	1.9389250816	2.08360248492	2.36088928251	[]	[]	[]	[]
9	1	[]	[]	[]	[]	2.19753643092	2.1843465938	1.93926688057	2.07035613925	2.15370978011	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	2.5313371434	2.28827201366	2.4103134251	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	2.14374950049	2.3223060196	1.99930785838	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	2.16481390799	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	2.17437295603	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
