b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	2.2906358566	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	2.22836232671	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	2.27287935907	2.24182736931	2.25786390317	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	2.38716733579	2.36319470366	2.2557777192	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	2.22199244896	2.4069673611	2.16629676371	2.32374797045	2.27201113085	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.5090009713	2.37692410637	2.26110729039	2.44879812871	2.10341904337	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.42232970835	2.26379624877	2.5966110146	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.25055056326	2.2601974106	2.33146947587	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	2.23943761375	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.22069608427	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
