a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.2783967114	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	2.42488564545	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	2.15219491583	1.58104066595	2.27708596062	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.33651835458	2.38884430985	2.48016892424	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	2.30442402303	2.03758867139	1.92723087101	2.1511193546	2.32123657211	[]	[]	[]	[]
4	1	[]	[]	[]	[]	2.43431599615	2.11695682484	2.19700226533	2.25249923561	2.46480070752	[]	[]	[]	[]
5	0	[]	[]	[]	2.42077670821	2.13455450266	2.01691382955	1.39817519849	2.08770781428	2.17302326249	2.43586310188	[]	[]	[]
5	1	[]	[]	[]	2.44375570728	2.33227668117	2.18933463557	1.97017798957	2.29945209561	2.36183054109	2.48541773105	[]	[]	[]
6	0	[]	[]	2.2906358566	2.25920934324	2.09715173592	1.97821747388	1.50836221534	2.00858628503	2.11688593929	2.27518090799	2.28717924426	[]	[]
6	1	[]	[]	2.22836232671	2.5131558604	2.13448279658	2.04537677838	1.91984253008	2.09218988454	2.16266605743	2.50779079452	2.22671814589	[]	[]
7	0	[]	[]	[]	2.40973460765	2.18751975547	2.11019862967	1.25404968966	2.10374754852	2.1840100772	2.41808748975	[]	[]	[]
7	1	[]	[]	[]	2.13953452387	2.16396233169	2.05264924503	1.64468534937	2.03207103874	2.18557524463	2.14460223167	[]	[]	[]
8	0	[]	[]	[]	[]	2.39616766968	2.04135064854	1.79473080036	1.99475576066	2.38005231386	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.2366277254	2.12979048443	1.89223385577	2.10563078816	2.22792612141	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.28418170392	2.24936823374	2.22433083308	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	2.18618696872	2.19946552078	2.13356953944	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	2.23049488423	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	2.45389710159	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
