b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.08116884222	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	2.21203372685	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	2.18632345382	2.04538165522	2.26004661122	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.36108788845	2.15765846639	2.18620253974	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	2.30442402303	2.13455450266	2.09715173592	2.18751975547	2.39616766968	[]	[]	[]	[]
4	1	[]	[]	[]	[]	2.43431599615	2.33227668117	2.13448279658	2.16396233169	2.2366277254	[]	[]	[]	[]
5	0	[]	[]	[]	2.15202488115	2.09651536557	2.08325657	2.03855898385	1.98560728016	1.68714401967	2.18074661389	[]	[]	[]
5	1	[]	[]	[]	2.40624153774	2.38651567893	2.09523218581	2.06329272364	2.13829246239	1.8928004819	2.10897878566	[]	[]	[]
6	0	[]	[]	2.18507113669	2.11155930465	2.00826489136	1.98440365398	2.1438513753	2.15853329598	2.02355669881	2.10407174164	2.43906934085	[]	[]
6	1	[]	[]	2.30676199538	2.16012548156	2.11027480594	1.97691339858	2.07063068343	2.03479071964	2.05988667388	1.92388222686	2.20813622995	[]	[]
7	0	[]	[]	[]	2.21947377858	2.09699533931	1.96506350958	2.02277325229	2.05119348598	2.28421494966	2.41669718979	[]	[]	[]
7	1	[]	[]	[]	2.1253640896	1.94402232058	2.1197557366	2.03267430681	2.06084356342	2.19791302167	2.19753643092	[]	[]	[]
8	0	[]	[]	[]	[]	2.21438363405	2.10314973292	2.0305165115	2.08799580602	2.50820066308	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.33310382845	2.1133738264	2.08900146592	2.0671985456	2.28392191027	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.19726768472	2.16908115235	2.54179882696	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	2.23692163614	2.17332640788	2.25806071396	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	2.23276377103	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	2.0732008831	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
