c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	2.44109795771	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	2.13847328757	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	2.25786390317	2.32374797045	2.5966110146	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	2.2557777192	2.44879812871	2.33146947587	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.40973460765	2.28463856486	2.09958388551	2.21079337211	2.34738057747	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.13953452387	2.36308494525	2.1688485291	2.09878955426	2.28137525741	[]	[]	[]	[]
4	0	[]	[]	[]	2.26004661122	2.18751975547	1.98560728016	2.15853329598	2.05119348598	2.08799580602	2.54179882696	[]	[]	[]
4	1	[]	[]	[]	2.18620253974	2.16396233169	2.13829246239	2.03479071964	2.06084356342	2.0671985456	2.25806071396	[]	[]	[]
5	0	[]	[]	2.13434867084	2.21636909062	2.11019862967	1.94545890279	2.12390303533	2.01658764484	2.10739021628	2.24767105713	2.41145931205	[]	[]
5	1	[]	[]	2.12178738282	2.38315013107	2.05264924503	2.06363630726	1.93312997304	2.00175629458	2.08235406699	2.20641582075	2.23413343255	[]	[]
6	0	[]	2.38394622186	2.43549234799	1.85966385299	1.25404968966	1.38714530102	1.08782997747	1.30048626452	1.82351377289	1.63576695121	2.31127993504	2.28557827307	[]
6	1	[]	2.13664704435	2.20222463538	1.94183367509	1.64468534937	1.0747535844	0.58926415852	0.708810712219	1.40837405316	1.79898147986	1.83667362106	2.18639484157	[]
7	0	[]	[]	2.19973373862	2.19767659381	2.10374754852	1.906789374	2.06305305489	1.94928926923	1.97894811206	2.11139395308	2.26902739732	[]	[]
7	1	[]	[]	2.19920487271	2.36973038541	2.03207103874	2.06213897487	1.92199731574	1.95352051272	1.98583593716	2.10523546296	2.09210723978	[]	[]
8	0	[]	[]	[]	2.27507257204	2.1840100772	1.97226164723	2.13541347469	2.03491139255	2.07640272401	2.52551401542	[]	[]	[]
8	1	[]	[]	[]	2.20987994719	2.18557524463	2.14063132474	2.03072846989	2.050674987	2.06661834321	2.24919263273	[]	[]	[]
9	0	[]	[]	[]	[]	2.41808748975	2.31066010503	2.0875813727	2.21595984693	2.31659451675	[]	[]	[]	[]
9	1	[]	[]	[]	[]	2.14460223167	2.38811809754	2.15940018936	2.11313060255	2.27102356045	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	2.26537859981	2.33664870239	2.62005275632	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	2.25706034037	2.46528378976	2.34424261527	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	2.44893302923	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	2.14293704822	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
