b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.11784534011	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	2.25361248862	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	2.22285126467	2.08404890147	2.27507257204	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.41355364977	2.20195204179	2.20987994719	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	2.32123657211	2.17302326249	2.11688593929	2.1840100772	2.38005231386	[]	[]	[]	[]
4	1	[]	[]	[]	[]	2.46480070752	2.36183054109	2.16266605743	2.18557524463	2.22792612141	[]	[]	[]	[]
5	0	[]	[]	[]	2.20256137368	2.13721516368	2.09491224201	2.06299778044	1.97226164723	1.65916600803	2.13181915099	[]	[]	[]
5	1	[]	[]	[]	2.45228706752	2.40865977249	2.12454941009	2.08557326576	2.14063132474	1.87165403747	2.07502592037	[]	[]	[]
6	0	[]	[]	2.25614361273	2.16703459024	2.05038511549	1.99116670797	2.15241974893	2.13541347469	1.98833317099	2.04771019377	2.40404995875	[]	[]
6	1	[]	[]	2.36603187078	2.22893656915	2.15805505555	1.99187910494	2.0891922752	2.03072846989	2.03557343	1.88439567585	2.14863549355	[]	[]
7	0	[]	[]	[]	2.25651151962	2.12630568242	1.98371629354	2.02644009789	2.03491139255	2.23446677379	2.36088928251	[]	[]	[]
7	1	[]	[]	[]	2.18442548885	1.98981600314	2.14118864058	2.04653148236	2.050674987	2.17316499543	2.15370978011	[]	[]	[]
8	0	[]	[]	[]	[]	2.24685346249	2.12706603308	2.03255678073	2.07640272401	2.46405681883	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.36902195406	2.13464700728	2.10419314476	2.06661834321	2.24585682525	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.22007434283	2.17525295438	2.52551401542	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	2.25018785882	2.19567415401	2.24919263273	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	2.2268242994	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	2.08254923534	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
