c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	3.93305089031	[]	[]	[]	[]
0	1	[]	[]	[]	[]	3.93398482116	[]	[]	[]	[]
1	0	[]	[]	[]	3.84413178651	3.41132392806	3.9624703739	[]	[]	[]
1	1	[]	[]	[]	3.88469837076	3.46139158586	3.93763859298	[]	[]	[]
2	0	[]	[]	3.73306470226	3.27768595835	-0.547588613865	3.46905112217	4.05050122313	[]	[]
2	1	[]	[]	3.79584212465	3.32206001117	-0.974945083853	3.51365415015	4.00273482881	[]	[]
3	0	[]	3.4910821626	3.04964817708	7.03041449026	3.15079025079	6.56788213927	4.0993011334	4.09823495961	[]
3	1	[]	3.73764235503	2.95348843936	13.5414128162	4.79571085881	2.68160375458	3.81140257752	4.27212657609	[]
4	0	3.51130382807	2.93971164523	0.630251363009	2.06543896099	0.0	1.02170622583	-3.78151637349	3.93536338183	4.10548588229
4	1	3.75156385357	3.02779343501	0.738502476992	3.23188578083	3.7621414156	4.67814694797	-2.21537275769	3.91118887546	4.31372385887
5	0	[]	3.52927565144	3.07599266065	6.90176426259	3.10604745735	6.06804098462	4.13078282163	4.09638958006	[]
5	1	[]	3.73901045724	2.95560064818	13.2917992006	4.82976019941	2.44797667589	3.84139976578	4.3264867323	[]
6	0	[]	[]	3.78633140154	3.30096769817	-0.57395792915	3.50172303894	4.04842474776	[]	[]
6	1	[]	[]	3.7909534207	3.34775806964	-0.995306866897	3.53460267068	4.06832541563	[]	[]
7	0	[]	[]	[]	3.86166370398	3.42751884467	3.97443636438	[]	[]	[]
7	1	[]	[]	[]	3.89718009277	3.47558060525	3.9605229774	[]	[]	[]
8	0	[]	[]	[]	[]	3.94301543378	[]	[]	[]	[]
8	1	[]	[]	[]	[]	3.94449250373	[]	[]	[]	[]
