a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	4.94530898433	[]	[]	[]	[]
2	1	[]	[]	[]	[]	5.21308199473	[]	[]	[]	[]
3	0	[]	[]	[]	4.81468650609	1.39110383853	4.9077327033	[]	[]	[]
3	1	[]	[]	[]	4.62658033666	0.521973631995	4.6966918468	[]	[]	[]
4	0	[]	[]	4.05050122313	4.0993011334	-3.78151637349	4.13078282163	4.04842474776	[]	[]
4	1	[]	[]	4.00273482881	3.81140257752	-2.21537275769	3.84139976578	4.06832541563	[]	[]
5	0	[]	[]	[]	4.09246276304	-1.23723890975	4.03348467912	[]	[]	[]
5	1	[]	[]	[]	4.56683094901	1.97472962674	4.51038651484	[]	[]	[]
6	0	[]	[]	[]	[]	4.88127735871	[]	[]	[]	[]
6	1	[]	[]	[]	[]	5.02902527911	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
