c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	4.09943215341	[]	[]	[]	[]
2	1	[]	[]	[]	[]	3.22328914896	[]	[]	[]	[]
3	0	[]	[]	[]	3.40431003615	2.6698408	5.05137344555	[]	[]	[]
3	1	[]	[]	[]	3.91735140824	2.99595851393	8.53773793135	[]	[]	[]
4	0	[]	[]	3.04447343925	1.68630793835	3.66316184359	2.5547092074	4.88127735871	[]	[]
4	1	[]	[]	0.787975968114	2.91168597087	4.37236250697	3.7243882184	5.02902527911	[]	[]
5	0	[]	[]	[]	3.38122335099	2.61305876963	5.08744859964	[]	[]	[]
5	1	[]	[]	[]	3.78421273006	3.00867261624	8.57421973883	[]	[]	[]
6	0	[]	[]	[]	[]	4.13266306816	[]	[]	[]	[]
6	1	[]	[]	[]	[]	3.23797006223	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
