a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	4.12236734607	[]	[]	[]	[]
0	1	[]	[]	[]	[]	4.26467223583	[]	[]	[]	[]
1	0	[]	[]	[]	3.9666472883	4.10434032658	4.01832226618	[]	[]	[]
1	1	[]	[]	[]	5.11075710736	4.83778613093	5.1789843267	[]	[]	[]
2	0	[]	[]	3.54904973168	3.50594490642	5.05752208604	3.54669255146	3.62483351607	[]	[]
2	1	[]	[]	4.17044965097	4.29945954949	6.21958836111	4.3418468507	4.25322966081	[]	[]
3	0	[]	4.53253320026	2.38773310563	2.92797353445	3.10515961524	2.95634457365	2.38701117764	4.55559516348	[]
3	1	[]	4.2428035431	0.858884185921	5.97122775848	4.83809268669	5.99357042994	0.828615071259	4.26081475737	[]
4	0	3.93305089031	3.41132392806	-0.547588613865	3.15079025079	0.0	3.10604745735	-0.57395792915	3.42751884467	3.94301543378
4	1	3.93398482116	3.46139158586	-0.974945083853	4.79571085881	3.7621414156	4.82976019941	-0.995306866897	3.47558060525	3.94449250373
5	0	[]	4.12437061774	1.03473938123	3.41365532622	1.16267317315	3.29199701697	1.00564722438	4.1351366909	[]
5	1	[]	4.52576822689	2.44720787441	2.80838702424	4.56405986442	2.83352145003	2.45280731573	4.53450881959	[]
6	0	[]	[]	4.09943215341	2.6698408	3.66316184359	2.61305876963	4.13266306816	[]	[]
6	1	[]	[]	3.22328914896	2.99595851393	4.37236250697	3.00867261624	3.23797006223	[]	[]
7	0	[]	[]	[]	3.64095615059	3.69347860666	3.62114693911	[]	[]	[]
7	1	[]	[]	[]	4.77129466987	3.45789436017	4.79956240827	[]	[]	[]
8	0	[]	[]	[]	[]	3.97128444097	[]	[]	[]	[]
8	1	[]	[]	[]	[]	4.89193804658	[]	[]	[]	[]
