b\a	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	3.4910821626	[]	[]	[]	[]
1	1	[]	[]	[]	[]	3.73764235503	[]	[]	[]	[]
2	0	[]	[]	[]	4.4428665356	3.04964817708	3.74931229791	[]	[]	[]
2	1	[]	[]	[]	4.47783878373	2.95348843936	4.18896703203	[]	[]	[]
3	0	[]	[]	3.60432298546	4.93137890065	7.03041449026	5.22010257758	3.40431003615	[]	[]
3	1	[]	[]	3.4779642736	9.63241425045	13.5414128162	6.4684431929	3.91735140824	[]	[]
4	0	[]	3.9666472883	3.50594490642	2.92797353445	3.15079025079	3.41365532622	2.6698408	3.64095615059	[]
4	1	[]	5.11075710736	4.29945954949	5.97122775848	4.79571085881	2.80838702424	2.99595851393	4.77129466987	[]
5	0	[]	[]	9.2660359975	3.30790008279	6.56788213927	4.55370509528	5.05137344555	[]	[]
5	1	[]	[]	6.15378537066	2.18358874873	2.68160375458	2.60350434934	8.53773793135	[]	[]
6	0	[]	[]	[]	4.81468650609	4.0993011334	4.09246276304	[]	[]	[]
6	1	[]	[]	[]	4.62658033666	3.81140257752	4.56683094901	[]	[]	[]
7	0	[]	[]	[]	[]	4.09823495961	[]	[]	[]	[]
7	1	[]	[]	[]	[]	4.27212657609	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
