c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	4.53253320026	[]	[]	[]	[]
1	1	[]	[]	[]	[]	4.2428035431	[]	[]	[]	[]
2	0	[]	[]	[]	4.49701910419	2.38773310563	4.53956206285	[]	[]	[]
2	1	[]	[]	[]	4.11369066304	0.858884185921	4.27314881585	[]	[]	[]
3	0	[]	[]	4.4428665356	4.93137890065	2.92797353445	3.30790008279	4.81468650609	[]	[]
3	1	[]	[]	4.47783878373	9.63241425045	5.97122775848	2.18358874873	4.62658033666	[]	[]
4	0	[]	4.31483586109	2.6959416944	2.16339095212	3.10515961524	2.03202419823	1.39110383853	4.97756423947	[]
4	1	[]	4.01044811192	2.13426304129	2.89588746612	4.83809268669	4.66268336302	0.521973631995	4.69142016825	[]
5	0	[]	[]	4.44811574511	4.93812709181	2.95634457365	3.20817103313	4.9077327033	[]	[]
5	1	[]	[]	4.49288086088	9.53793059349	5.99357042994	2.08189262363	4.6966918468	[]	[]
6	0	[]	[]	[]	4.45319890048	2.38701117764	4.6519188968	[]	[]	[]
6	1	[]	[]	[]	4.07466856016	0.828615071259	4.35350268051	[]	[]	[]
7	0	[]	[]	[]	[]	4.55559516348	[]	[]	[]	[]
7	1	[]	[]	[]	[]	4.26081475737	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
