c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	4.12437061774	[]	[]	[]	[]
1	1	[]	[]	[]	[]	4.52576822689	[]	[]	[]	[]
2	0	[]	[]	[]	3.98548568252	1.03473938123	4.17141416189	[]	[]	[]
2	1	[]	[]	[]	4.3648345615	2.44720787441	4.60374703951	[]	[]	[]
3	0	[]	[]	3.74931229791	5.22010257758	3.41365532622	4.55370509528	4.09246276304	[]	[]
3	1	[]	[]	4.18896703203	6.4684431929	2.80838702424	2.60350434934	4.56683094901	[]	[]
4	0	[]	3.69264113773	1.76237384632	1.52099864195	1.16267317315	0.87913992202	-1.23723890975	4.20547555283	[]
4	1	[]	4.09791542965	3.17436574818	2.99827879836	4.56405986442	3.60244047153	1.97472962674	4.66997135426	[]
5	0	[]	[]	3.78840483082	5.18790453597	3.29199701697	4.19277459199	4.03348467912	[]	[]
5	1	[]	[]	4.22127561658	6.43607336172	2.83352145003	2.52355607235	4.51038651484	[]	[]
6	0	[]	[]	[]	4.05062792944	1.00564722438	4.12908186371	[]	[]	[]
6	1	[]	[]	[]	4.44715011657	2.45280731573	4.55034459449	[]	[]	[]
7	0	[]	[]	[]	[]	4.1351366909	[]	[]	[]	[]
7	1	[]	[]	[]	[]	4.53450881959	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
