a\c	mol	0	1	2
0	0	[]	0.257301452189	[]
0	1	[]	0.182072892518	[]
1	0	0.432145481529	0.0	0.431723773458
1	1	0.435235380377	0.227550269541	0.435739705578
2	0	[]	0.177375549289	[]
2	1	[]	0.377484117952	[]
