b\a	mol	0	1	2	3	4
0	0	[]	[]	0.534132622175	[]	[]
1	0	[]	0.417233058407	0.259121236298	0.306419910773	[]
2	0	0.513812911165	0.243957617686	0.0	0.243957617686	0.513812911165
3	0	[]	0.306419910773	0.259121236298	0.417233058407	[]
4	0	[]	[]	0.534132622175	[]	[]
