a\c	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]
2	0	[]	[]	0.534132622175	[]	[]
3	0	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]
