a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	-0.400170257686	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.334528575758	-0.200255282691	0.320783834024	[]	[]	[]	[]
4	0	[]	[]	[]	0.620763989501	0.427612457887	0.0807047387356	0.412909997944	0.610452310049	[]	[]	[]
5	0	[]	[]	0.74770540474	0.64392126798	0.521506102147	0.319856603364	0.507120066897	0.637438543229	0.745298097281	[]	[]
6	0	[]	[]	[]	0.67632002791	0.577481132096	0.445304502796	0.574060262107	0.675337877195	[]	[]	[]
7	0	[]	[]	[]	[]	0.620493533297	0.546276526337	0.628176165028	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.593020171749	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
