b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.745298097281	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.67333130635	0.683088664411	0.712953401271	[]	[]	[]	[]
5	0	[]	[]	[]	0.707663390944	0.67414475649	0.668864839561	0.67749411871	0.713766139483	[]	[]	[]
6	0	[]	[]	[]	[]	0.711124050415	0.68500352993	0.678492783713	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.74770540474	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
