c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.773550559868	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.678492783713	0.67749411871	0.712953401271	[]	[]	[]	[]
3	0	[]	[]	[]	0.620763989501	0.611529832555	0.617163235006	0.633826876328	0.675337877195	[]	[]	[]
4	0	[]	[]	0.464956466615	0.427612457887	0.458854447002	0.516586089965	0.547962997292	0.574060262107	0.626997543404	[]	[]
5	0	[]	0.216301141636	0.0989467577247	0.0807047387356	0.163035098832	0.181652335051	0.32000840239	0.445304502796	0.488041369575	0.553613888965	[]
6	0	[]	[]	0.458263855523	0.412909997944	0.42509511543	0.484857841876	0.535665704288	0.577481132096	0.637937133937	[]	[]
7	0	[]	[]	[]	0.610452310049	0.602608714141	0.610799746775	0.631158319903	0.67632002791	[]	[]	[]
8	0	[]	[]	[]	[]	0.67333130635	0.67414475649	0.711124050415	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.770647658821	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
