b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	0.570508983542	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.216301141636	0.431054371739	0.553613888965	[]	[]	[]	[]
2	0	[]	[]	[]	-0.187972355623	0.0989467577247	0.349069423931	0.488041369575	0.603464699694	[]	[]	[]
3	0	[]	[]	-0.400170257686	-0.200255282691	0.0807047387356	0.319856603364	0.445304502796	0.546276526337	0.593020171749	[]	[]
4	0	[]	-0.168789920027	-0.142798498663	0.00443229659287	0.163035098832	0.205223070946	0.32000840239	0.424546777128	0.428796947103	0.432673108629	[]
5	0	0.272521291503	0.196556091065	0.212384028433	0.2710474918	0.181652335051	0.0	0.181652335051	0.2710474918	0.212384028433	0.196556091065	0.272521291503
6	0	[]	0.432673108629	0.428796947103	0.424546777128	0.32000840239	0.205223070946	0.163035098832	0.00443229659287	-0.142798498663	-0.168789920027	[]
7	0	[]	[]	0.593020171749	0.546276526337	0.445304502796	0.319856603364	0.0807047387355	-0.200255282691	-0.400170257686	[]	[]
8	0	[]	[]	[]	0.603464699694	0.488041369575	0.349069423931	0.0989467577248	-0.187972355623	[]	[]	[]
9	0	[]	[]	[]	[]	0.553613888965	0.431054371739	0.216301141636	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.570508983542	[]	[]	[]	[]	[]
