time	name	mols_cen	mols_sur	mols_outer	insize	outsize	energyev	Uqq	Uqd	Udd	Totdip_x	Totdip_y	Totdip_z
Sat, 19 Apr 2014 10:17:04 +0000	Pc_anion_neut_inner1_outer0	['sp_Pc_mola_anion.xyz', 'sp_Pc_molb_neut.xyz']	['sp_Pc_mola_neut.xyz', 'sp_Pc_molb_neut.xyz']	['sp_Pc_mola_neut.xyz', 'sp_Pc_molb_neut.xyz']	1	0	-1.20886909132	0.0	-2.41773818264	1.20886909132	0.558579792557	4.85175947789	-0.719453159333
