a\c	mol	0	1	2
0	0	[]	0.0742092209429	[]
0	1	[]	0.0431809856909	[]
1	0	0.118013197951	0.0	0.119869404939
1	1	0.119010941244	0.0269271194287	0.118022788397
2	0	[]	0.0469589298513	[]
2	1	[]	0.0844559760548	[]
