c\b	mol	0	1	2
0	0	[]	0.118013197951	[]
0	1	[]	0.119010941244	[]
1	0	0.0892474039175	0.0	0.0654186365752
1	1	0.0519334337503	0.0269271194287	0.0975064628534
2	0	[]	0.119869404939	[]
2	1	[]	0.118022788397	[]
