b\a	mol	0	1	2
0	0	[]	0.0892474039175	[]
0	1	[]	0.0519334337503	[]
1	0	0.0742092209429	0.0	0.0469589298513
1	1	0.0431809856909	0.0269271194287	0.0844559760548
2	0	[]	0.0654186365752	[]
2	1	[]	0.0975064628534	[]
