time	name	mols_cen	mols_sur	mols_outer	insize	outsize	energyev	Uqq	Uqd	Udd	Totdip_x	Totdip_y	Totdip_z
Sat, 21 Jun 2014 00:26:45 +0000	Pc_cation_neut_inner3_outer0	['sp_Pc_mola_cation.xyz', 'sp_Pc_molb_neut.xyz']	['sp_Pc_mola_neut.xyz', 'sp_Pc_molb_neut.xyz']	['sp_Pc_mola_neut.xyz', 'sp_Pc_molb_neut.xyz']	3	0	-2.60146917222	0.0	-5.20293834443	2.60146917222	17.3730150672	1.38942112976	-0.803275826782
