c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	2.50557195861	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	2.90846777421	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	2.4292317825	-0.640604143224	2.50614087283	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.81898312445	0.849248849141	2.93788064174	[]	[]	[]	[]
3	0	[]	[]	[]	2.30436124317	2.18092746289	2.3285301497	3.36001217885	2.47764017996	[]	[]	[]
3	1	[]	[]	[]	2.71400847635	3.57192752169	1.34113133043	1.48456474298	2.91003516705	[]	[]	[]
4	0	[]	[]	2.30901586161	0.317354698185	-0.0154206406188	0.728017263716	-0.969292152411	-3.3574738839	2.41432367721	[]	[]
4	1	[]	[]	2.73579160508	1.48621363826	1.78904720635	2.92664739307	1.49618398417	0.35579706599	2.84599276234	[]	[]
5	0	[]	2.51187036254	-0.875694225923	3.25436533233	3.84491611248	0.338297191904	2.82609482325	4.33171088028	3.56535807537	2.62715979961	[]
5	1	[]	2.8609567664	0.474411680659	1.77826024137	3.6259236193	1.48383076198	5.12477245598	1.59391088457	2.01555837836	3.00673840439	[]
6	0	[]	[]	2.24397990803	0.278105562414	-0.0466957840695	0.598669636541	-1.2672934561	-3.46496955878	2.4213998211	[]	[]
6	1	[]	[]	2.65895676663	1.50585786172	1.84086647223	2.93469236789	1.50204569201	0.210027365132	2.87390403517	[]	[]
7	0	[]	[]	[]	2.31609430495	2.34811781283	2.07220763126	2.89490989512	2.4268455519	[]	[]	[]
7	1	[]	[]	[]	2.74104210208	3.74705181285	1.34295847957	1.31113873295	2.86401485482	[]	[]	[]
8	0	[]	[]	[]	[]	2.45582091378	-0.647874630602	2.48997876532	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.85406646019	0.852352150244	2.91374739611	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.50891651194	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	2.90864185096	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
