c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	2.90607668682	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	2.60869013845	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	2.90343900347	0.744465370791	2.89747130184	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.50532951418	-0.743488996072	2.61468727571	[]	[]	[]	[]
3	0	[]	[]	[]	2.9184131884	2.42227638457	1.34624351354	2.19008090022	3.00422817572	[]	[]	[]
3	1	[]	[]	[]	2.75405539963	5.4413050284	3.32939169692	1.12046990956	2.74960190986	[]	[]	[]
4	0	[]	[]	2.90994907776	1.35012535794	0.917019293636	1.68225819382	0.932624539307	-0.268516182022	3.03479254247	[]	[]
4	1	[]	[]	2.65508380431	-0.325292283294	1.27724737093	2.51686701663	1.85461298823	-1.22162724078	2.72477558315	[]	[]
5	0	[]	2.84860311391	0.329537193548	1.61717724239	9.34661982577	3.60713491313	6.51808345967	1.85725808975	2.93929407477	2.93455281964	[]
5	1	[]	2.29767717494	-0.591746263806	0.799673200084	2.31038199301	0.339637837708	4.82328906895	1.95767732464	1.80467386974	2.59130715437	[]
6	0	[]	[]	2.95307073525	1.32745912053	0.729001926289	1.57651804184	0.90307015228	-0.474095002789	3.0322210518	[]	[]
6	1	[]	[]	2.6816392624	-0.217570232607	1.43435554185	2.70326969927	2.09271758093	-1.44604277514	2.75996707432	[]	[]
7	0	[]	[]	[]	2.89153738206	2.5504985277	1.35346873158	1.99313521127	3.07738936101	[]	[]	[]
7	1	[]	[]	[]	2.78357056904	5.74644436033	3.50963568364	0.914312483318	2.82038535548	[]	[]	[]
8	0	[]	[]	[]	[]	2.87323523997	0.741695009829	2.96489809993	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.47931005014	-0.768728195787	2.66559857903	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.92187426995	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	2.62120708735	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
