b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	2.09072863364	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	2.27409647894	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	2.90994907776	1.59030657774	2.30901586161	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.65508380431	1.60090797452	2.73579160508	[]	[]	[]	[]
3	0	[]	[]	[]	-0.0648040148835	1.35012535794	-1.27500958807	0.317354698185	1.52671352816	[]	[]	[]
3	1	[]	[]	[]	1.52985425202	-0.325292283294	-2.80806185271	1.48621363826	-1.70079988599	[]	[]	[]
4	0	[]	[]	1.95667428657	1.42625047731	0.917019293636	0.684405201796	-0.0154206406188	0.336529507737	1.50456267679	[]	[]
4	1	[]	[]	2.39651833815	1.66061802807	1.27724737093	1.77164114931	1.78904720635	1.65646660016	2.27591898322	[]	[]
5	0	[]	3.1547423535	1.95620391218	2.54503801119	1.68225819382	-0.111197345247	0.728017263716	2.38946259238	2.14339669754	2.58956844595	[]
5	1	[]	2.89507162926	2.60815177669	3.62442984873	2.51686701663	1.7276457081	2.92664739307	2.99746199986	2.02491828263	3.29309490634	[]
6	0	[]	[]	3.04961501071	1.71717578038	0.932624539307	-0.394574114193	-0.969292152411	0.71433125021	2.63370539273	[]	[]
6	1	[]	[]	2.60094080524	1.60444598546	1.85461298823	2.10161306541	1.49618398417	1.7784003276	2.64408163669	[]	[]
7	0	[]	[]	[]	0.77462096056	-0.268516182022	-6.77673196506	-3.3574738839	2.53507778569	[]	[]	[]
7	1	[]	[]	[]	2.4777605747	-1.22162724078	-4.34774280965	0.35579706599	1.05891511504	[]	[]	[]
8	0	[]	[]	[]	[]	3.03479254247	1.83287142473	2.41432367721	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.72477558315	1.90082634671	2.84599276234	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.30018299308	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	2.39313989624	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
