a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	2.96739472139	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	2.35833595247	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	3.04961501071	2.98430026137	3.08447066238	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.60094080524	5.76549681104	2.81259549734	[]	[]	[]	[]
3	0	[]	[]	[]	5.54280509932	1.71717578038	6.71915297979	1.69395725245	5.76573790566	[]	[]	[]
3	1	[]	[]	[]	3.65277412306	1.60444598546	9.56319348803	1.7460117317	3.79036308069	[]	[]	[]
4	0	[]	[]	2.89747130184	2.19008090022	0.932624539307	6.51808345967	0.90307015228	1.99313521127	2.96489809993	[]	[]
4	1	[]	[]	2.61468727571	1.12046990956	1.85461298823	4.82328906895	2.09271758093	0.914312483318	2.66559857903	[]	[]
5	0	[]	2.30794889698	1.77889696486	4.96362367957	-0.394574114193	3.19689954378	-0.512473301959	4.42245134787	1.80928926784	2.31816126939	[]
5	1	[]	2.300342321	1.85702484393	1.52115952938	2.10161306541	1.77067221561	2.2830480311	1.19641083979	1.873241486	2.31484845231	[]
6	0	[]	[]	2.50614087283	3.36001217885	-0.969292152411	2.82609482325	-1.2672934561	2.89490989512	2.48997876532	[]	[]
6	1	[]	[]	2.93788064174	1.48456474298	1.49618398417	5.12477245598	1.50204569201	1.31113873295	2.91374739611	[]	[]
7	0	[]	[]	[]	2.96979778402	0.71433125021	3.21486888529	0.519664886335	3.0720299726	[]	[]	[]
7	1	[]	[]	[]	4.95389780255	1.7784003276	4.89145694854	1.77442542338	5.32851880444	[]	[]	[]
8	0	[]	[]	[]	[]	2.63370539273	1.6353748536	2.66065420551	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.64408163669	1.7227195294	2.7381918458	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.81115899792	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	4.50955482049	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
