b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	0.393463412687	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	-0.0946377867486	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.983658134788	-0.349787430663	-0.733036446587	[]	[]	[]	[]
1	1	[]	[]	[]	[]	-0.348098116841	0.688817229433	0.947903131901	[]	[]	[]	[]
2	0	[]	[]	[]	0.429237019236	-0.176183106274	0.141526063731	2.44176195185	5.87774511492	[]	[]	[]
2	1	[]	[]	[]	-0.494829415029	-0.0234095259044	1.29760580191	5.42327847993	13.5966037356	[]	[]	[]
3	0	[]	[]	1.41025974502	-0.430549796343	0.712973822324	2.35755343395	6.59006305794	8.91404490167	17.6765710832	[]	[]
3	1	[]	[]	-0.210540420998	-0.245910687689	1.33504220663	4.67283602735	9.93047402909	13.2959073533	16.7294481852	[]	[]
4	0	[]	-1.48590141895	-0.545938054217	-0.0104091646238	0.0471621595741	0.572934820487	4.53920429582	8.22304494263	15.7205003088	14.2878912173	[]
4	1	[]	-0.415034081219	-0.201477141139	-0.168273427005	0.934642763771	0.894118022002	3.30208477936	5.17780680404	8.13061830546	7.72027504407	[]
5	0	1.59134487062	0.277243527808	-0.360704242938	-0.720710078111	-1.46586691187	0.0	1.1229080507	2.18824573633	2.42511803417	1.8826174846	1.73886348042
5	1	0.856096120948	-0.249851592104	-0.880765306887	-1.70735030476	-2.96891573854	-1.38941815096	-0.0165166771113	1.10970443013	1.02236761747	0.0631842285897	0.223015665353
6	0	[]	-1.64984571134	-2.9277982426	-2.35432414228	-2.64691122444	-2.24073495873	-1.75100804904	-0.456405429316	-0.17034119995	-0.200096021586	[]
6	1	[]	-4.42742234759	-5.10313135367	-3.19426553353	-2.24753974952	-0.869159444631	-1.12375522045	-0.560361679883	0.473872455111	1.30254394466	[]
7	0	[]	[]	-5.8307076789	-4.58281805686	-3.59620074763	-1.41696372975	-0.429549544373	-0.415590788464	-0.864396756754	[]	[]
7	1	[]	[]	-4.89225164908	-2.51817436755	-1.79465663919	-0.611001982573	-0.360193381098	-3.51344637711	-1.27194050773	[]	[]
8	0	[]	[]	[]	-2.96523021068	-0.982835127078	-0.192075953466	0.100110744627	-1.30813392665	[]	[]	[]
8	1	[]	[]	[]	-2.26709551705	-0.873070383372	0.0551625760464	0.708708104567	0.649754361254	[]	[]	[]
9	0	[]	[]	[]	[]	-0.547999196147	0.100017904994	0.924869285744	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.506994425136	1.31380394975	2.81063314528	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.71181548324	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.67081474617	[]	[]	[]	[]	[]
