a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	-1.64984571134	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	-4.42742234759	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	-1.26925936085	-2.9277982426	-1.11051006143	[]	[]	[]	[]
2	1	[]	[]	[]	[]	-5.07379273634	-5.10313135367	-4.53095077809	[]	[]	[]	[]
3	0	[]	[]	[]	-0.279510148967	-1.75013507085	-2.35432414228	-1.54880659256	-0.277952255914	[]	[]	[]
3	1	[]	[]	[]	-0.659106243479	-5.85374484569	-3.19426553353	-5.22967718939	-0.651292758471	[]	[]	[]
4	0	[]	[]	1.06051519532	-0.362474081219	-1.1910529112	-2.64691122444	-1.04162544037	-0.368175075897	1.06436837666	[]	[]
4	1	[]	[]	1.30506944408	-0.327129965438	-0.786910656752	-2.24753974952	-0.658224635407	-0.320230292621	1.31067159913	[]	[]
5	0	[]	0.391236737488	0.310699387794	-0.137691129553	-3.30326128494	-2.24073495873	-2.9662240614	-0.143308714131	0.312570290016	0.39036390149	[]
5	1	[]	0.852196703272	1.45178862302	-0.84499199786	-1.17891118463	-0.869159444631	-1.01983179947	-0.852515788394	1.45703106958	0.851484911421	[]
6	0	[]	[]	1.26428237577	0.173362545202	-1.03613125706	-1.75100804904	-0.925747532567	0.179526829538	1.26892038255	[]	[]
6	1	[]	[]	1.95732632367	-0.0461564466933	-1.35675980087	-1.12375522045	-1.1985061145	-0.0450823023042	1.96299179655	[]	[]
7	0	[]	[]	[]	0.0301458672792	0.192241879087	-0.456405429316	0.167521495224	0.0285138060764	[]	[]	[]
7	1	[]	[]	[]	0.620641282389	0.43269366588	-0.560361679883	0.378752276281	0.618390287661	[]	[]	[]
8	0	[]	[]	[]	[]	0.0132130950621	-0.17034119995	0.00710935750109	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.47440452845	0.473872455111	0.350999787155	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	-0.200096021586	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.30254394466	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
