b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.808287261866	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	0.538077355942	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.41188646638	1.0860731007	0.300083504654	[]	[]	[]	[]
2	1	[]	[]	[]	[]	0.868062851293	0.561490796706	-0.656232769838	[]	[]	[]	[]
3	0	[]	[]	[]	0.202236060693	1.22274930776	-0.804099902588	-0.451366462859	-1.83858432181	[]	[]	[]
3	1	[]	[]	[]	0.596982646835	0.304802497167	-1.08400612236	-2.64250251216	-2.67216163745	[]	[]	[]
4	0	[]	[]	1.74438016643	1.54928398698	-0.785756856073	-0.714485964334	-1.08099124753	-3.19545053638	-2.79071699138	[]	[]
4	1	[]	[]	0.327535744214	0.194937460286	-1.07572899868	-2.13707868215	-0.667974942334	-1.54779727625	-1.59391158841	[]	[]
5	0	[]	-1.15138987622	-0.0668931387426	-0.637494244691	-0.261675427655	-0.305066931459	-1.96943262084	-0.881938756712	-0.0444829840403	0.593501657105	[]
5	1	[]	0.441432322104	0.175407000464	-1.02901807102	-2.23092346256	-0.384402040739	-0.404304533406	-0.979253594515	0.737642006756	1.93843960112	[]
6	0	[]	[]	-1.11051006143	-1.54880659256	-1.04162544037	-2.9662240614	-0.925747532567	0.167521495224	0.00710935750109	[]	[]
6	1	[]	[]	-4.53095077809	-5.22967718939	-0.658224635407	-1.01983179947	-1.1985061145	0.378752276281	0.350999787155	[]	[]
7	0	[]	[]	[]	-5.05551116385	-4.85444819163	-2.37605209721	0.0828164950176	-0.171706672265	[]	[]	[]
7	1	[]	[]	[]	-4.16361210439	-1.88079603051	-2.31835284927	0.129017263088	-1.45082436934	[]	[]	[]
8	0	[]	[]	[]	[]	-2.34964218067	0.215338635129	0.136570789639	[]	[]	[]	[]
8	1	[]	[]	[]	[]	-1.27064814267	0.309040912338	-1.95018802328	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.263120733857	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	-0.593058988678	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
