b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.76989518805	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	0.474111054226	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.363463798275	0.0405140429907	-0.321170833735	[]	[]	[]	[]
3	1	[]	[]	[]	[]	-0.00571035443416	0.146503290851	-0.282394619478	[]	[]	[]	[]
4	0	[]	[]	[]	-0.263434956888	-0.188161361426	-0.435277773798	-0.209987095814	-0.700471888818	[]	[]	[]
4	1	[]	[]	[]	-0.241231885232	0.182567593491	-0.412352858699	-0.181978870149	-0.431402230365	[]	[]	[]
5	0	[]	[]	0.799641995042	0.266342665893	0.196523422981	0.055143420187	0.129244102312	0.159753502546	0.235017557607	[]	[]
5	1	[]	[]	0.341830141608	0.198274290045	-0.0366290995247	-0.0115128079385	0.088737202864	0.328603057173	0.896549919252	[]	[]
6	0	[]	[]	[]	-0.279510148967	-0.362474081219	-0.137691129553	0.173362545202	0.0301458672792	[]	[]	[]
6	1	[]	[]	[]	-0.659106243479	-0.327129965438	-0.84499199786	-0.0461564466933	0.620641282389	[]	[]	[]
7	0	[]	[]	[]	[]	-1.09438162231	-0.358122447998	-0.443995985499	[]	[]	[]	[]
7	1	[]	[]	[]	[]	-0.522392024445	0.10735635548	0.622495421977	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.44268785222	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	0.449778493714	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
