c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.249344814371	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	0.0649805455821	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.780304973979	0.228512112669	1.26428237577	[]	[]	[]	[]
2	1	[]	[]	[]	[]	0.46408662548	0.745498905938	1.95732632367	[]	[]	[]	[]
3	0	[]	[]	[]	-0.321170833735	-0.209987095814	0.129244102312	0.173362545202	-0.443995985499	[]	[]	[]
3	1	[]	[]	[]	-0.282394619478	-0.181978870149	0.088737202864	-0.0461564466933	0.622495421977	[]	[]	[]
4	0	[]	[]	0.292937026263	-0.465751368791	-1.13980745371	-2.12314274309	-1.03613125706	0.088288988676	0.113105130019	[]	[]
4	1	[]	[]	-0.689878528983	-2.75727266813	-0.703737683794	-0.459568451109	-1.35675980087	0.176322477694	-2.01896753692	[]	[]
5	0	[]	-0.733036446587	2.44176195185	6.59006305794	4.53920429582	1.1229080507	-1.75100804904	-0.429549544373	0.100110744627	0.924869285744	[]
5	1	[]	0.947903131901	5.42327847993	9.93047402909	3.30208477936	-0.0165166771113	-1.12375522045	-0.360193381098	0.708708104567	2.81063314528	[]
6	0	[]	[]	0.300083504654	-0.451366462859	-1.08099124753	-1.96943262084	-0.925747532567	0.0828164950176	0.136570789639	[]	[]
6	1	[]	[]	-0.656232769838	-2.64250251216	-0.667974942334	-0.404304533406	-1.1985061145	0.129017263088	-1.95018802328	[]	[]
7	0	[]	[]	[]	-0.302437057605	-0.18380068056	0.135967716076	0.179526829538	-0.442453379362	[]	[]	[]
7	1	[]	[]	[]	-0.262473575268	-0.165317095352	0.0943117533363	-0.0450823023042	0.650417641082	[]	[]	[]
8	0	[]	[]	[]	[]	0.784235332338	0.228790846394	1.26892038255	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.466788969959	0.748300542696	1.96299179655	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.248065284894	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	0.0638294364564	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
