a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	-1.48590141895	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	-0.415034081219	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.79026339836	-0.545938054217	1.74438016643	[]	[]	[]	[]
2	1	[]	[]	[]	[]	0.343942943405	-0.201477141139	0.327535744214	[]	[]	[]	[]
3	0	[]	[]	[]	-0.263434956888	1.61186009705	-0.0104091646238	1.54928398698	-0.255596952398	[]	[]	[]
3	1	[]	[]	[]	-0.241231885232	0.208996482028	-0.168273427005	0.194937460286	-0.228058739329	[]	[]	[]
4	0	[]	[]	0.0963664082309	-0.188161361426	-0.857765831985	0.0471621595741	-0.785756856073	-0.155887694085	0.09924620775	[]	[]
4	1	[]	[]	0.546038779783	0.182567593491	-1.17620724993	0.934642763771	-1.07572899868	0.187178314334	0.550331547943	[]	[]
5	0	[]	0.876228983877	0.628953456222	-0.435277773798	-0.76366627156	0.572934820487	-0.714485964334	-0.418404204988	0.633159419649	0.875078931137	[]
5	1	[]	0.35953375702	0.0848055039384	-0.412352858699	-2.27843085985	0.894118022002	-2.13707868215	-0.386894819443	0.08612836961	0.35831694165	[]
6	0	[]	[]	0.780304973979	-0.209987095814	-1.13980745371	4.53920429582	-1.08099124753	-0.18380068056	0.784235332338	[]	[]
6	1	[]	[]	0.46408662548	-0.181978870149	-0.703737683794	3.30208477936	-0.667974942334	-0.165317095352	0.466788969959	[]	[]
7	0	[]	[]	[]	-0.700471888818	-3.3471867111	8.22304494263	-3.19545053638	-0.673587734484	[]	[]	[]
7	1	[]	[]	[]	-0.431402230365	-1.62609885662	5.17780680404	-1.54779727625	-0.412298408403	[]	[]	[]
8	0	[]	[]	[]	[]	-2.90992968787	15.7205003088	-2.79071699138	[]	[]	[]	[]
8	1	[]	[]	[]	[]	-1.68550487341	8.13061830546	-1.59391158841	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	14.2878912173	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	7.72027504407	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
