b\a	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	2.0366364563	[]	[]	[]
2	1	[]	[]	[]	1.76310244686	[]	[]	[]
3	0	[]	[]	1.9866462152	1.65121492346	1.73651117997	[]	[]
3	1	[]	[]	1.72408093094	1.66348205265	1.97488623226	[]	[]
4	0	[]	[]	[]	1.77503505471	[]	[]	[]
4	1	[]	[]	[]	2.02429321075	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
