a\c	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	1.73445203461	[]	[]	[]
2	1	[]	[]	[]	1.72466519563	[]	[]	[]
3	0	[]	[]	1.75324188316	1.52501371666	1.75357364943	[]	[]
3	1	[]	[]	2.01206958422	1.67039146392	2.01141979008	[]	[]
4	0	[]	[]	[]	1.5864977557	[]	[]	[]
4	1	[]	[]	[]	1.96929387965	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
