[[-1.18113722 -0.16701845 -8.17587556]]
[[-0.90252923 -0.53137699  3.74388865]]
[[-0.79685754 -0.10223166 -6.04142293]]
[[-0.11530651 -0.08855034  0.83014131]]
[[-0.05674096 -0.03005376  0.49406732]]
[[-0.00483259 -0.02817664 -0.1516956 ]]
[[-1.03136128  0.4587842  -2.71696101]]
[[-1.84689979  0.62194206  8.05094815]]
[[ 0.09859371 -0.19133324  0.01198169]]
[[-0.04750044  0.02402116  0.19274825]]
[[ 0.57631694 -0.12072593  5.36469834]]
[[-0.73196292  0.32125065  2.12236017]]
[[ 0.49524991 -2.04196022  3.66898066]]
[[-0.07264402 -0.11822833 -1.77303727]]
[[-0.24695367 -0.30062828  0.99816879]]
[[-0.17390295 -0.03835924 -0.10400931]]
[[-2.07439944 -0.9133564   4.14900991]]
[[-0.20714644 -0.43048181  0.26487012]]
[[ 0.38749616  0.10248692 -0.50742896]]
[[ 0.09883637 -0.00246492  0.16178459]]
[[-0.05690297 -0.03101509  0.17450395]]
[[-0.02168472 -0.01212862 -0.10548438]]
[[ 0.12494046 -0.16860502 -0.61404467]]
[[ 0.02618135  0.13532838 -0.57510726]]
[[-0.83505645  1.66439173  2.9839231 ]]
[[-1.80432498  0.72238066  2.99651491]]
[[-0.20287245  0.10122643  0.34893178]]
[[ 0.20896829 -0.35726115  0.32725838]]
[[-0.00840464 -0.01556212  0.26062171]]
[[-0.00628658 -0.00433577 -0.0382789 ]]
[[ 0.11297993 -0.41869751  0.03114125]]
[[-0.00469372 -0.02326362  0.01314271]]
[[-1.17737864  2.93577479  5.44028595]]
[[ 0.66822565  0.35478475 -5.94950043]]
[[-0.16047566  0.10460276  0.44737616]]
[[-0.12806318 -0.07335346 -0.25633822]]
[[ 2.00373006  0.23610563 -4.16244202]]
[[-0.41081261  1.97621601 -3.61670329]]
[[ 1.3737482  -0.01278313 -6.11662379]]
[[-0.01135178 -0.202383    2.54737147]]
[[-0.30607199 -0.52995224  0.57696345]]
[[-0.23059903 -0.21672272  0.1022532 ]]
[[-0.93112618  1.22357111  0.61569157]]
[[ 1.67984677 -1.54927305  1.40171562]]
[[ 0.07320591 -0.07543166  0.38206939]]
[[ 0.00589191 -0.08065041 -0.06060077]]
[[-0.12058796 -0.12194041 -0.07506967]]
[[-0.07200142 -0.01438805  0.00847761]]
[[ 0.11024941 -0.47658654 -0.34066123]]
[[ 0.0834757  -0.02939756 -0.8727293 ]]
[[-4.21217936 -0.92062507  6.39231228]]
[[-1.91759427  0.01779242 -7.05873627]]
[[-0.23915173 -0.0644957   0.59291855]]
[[ 0.06653295 -0.19078825  0.14670876]]
[[-0.13507679 -0.18420939  0.02246843]]
[[-0.10434524 -0.04957316  0.15051377]]
[[ 0.00610525  0.01357268 -0.03941627]]
[[ 0.0100754   0.00772566 -0.04812477]]
[[-0.00843389  0.07768409 -0.14223467]]
[[-0.00028571  0.09262023 -0.13971818]]
[[ 0.25688265 -0.34262565 -0.31065381]]
[[ 0.0786252  -0.48448965  0.46501939]]
[[ 0.80808484 -0.29792145 -5.82008609]]
[[-3.70917043  1.89053156 -2.53336473]]
[[-0.17778553  0.14668426 -0.46347403]]
[[-0.09143846  0.43144499 -0.18406078]]
[[ 0.06146026  0.03742284 -0.10119437]]
[[ 0.04652753  0.06373874 -0.1705303 ]]
[[-0.00867589 -0.0101608   0.03958897]]
[[-0.01398386 -0.0069117   0.03627475]]
[[-0.00369124  0.02460365 -0.01799468]]
[[-0.05237133  0.02748553 -0.05440522]]
[[-0.21913269 -0.03614277  0.75571124]]
[[ 0.35843774 -0.57206117  0.28987062]]
[[ 4.28199008 -0.05652111 -2.44127349]]
[[-0.96793119  3.35323854 -2.68745896]]
[[-0.13093606  0.19717276 -0.22827003]]
[[-0.24436245  0.32036029 -0.18937654]]
[[ 0.00613738  0.01598836  0.11115086]]
[[ 0.00924655 -0.00322618 -0.05692962]]
[[-0.14408946 -0.16344976 -0.1640965 ]]
[[-0.2159555  -0.20736506 -0.28991533]]
[[ 0.37298211  0.52309144 -3.85300296]]
[[ 3.05695997 -1.49539269  2.03032958]]
[[ 0.08600741  0.1311597   0.1006772 ]]
[[-0.01934892  0.19228056 -0.31021858]]
[[-0.02897036  0.14624556 -1.07893537]]
[[-0.32987945  0.35611561  4.37267017]]
[[-0.13198859  0.40694008 -4.93275879]]
[[-1.24753253  1.87500245  5.43396781]]
[[ 0.06462894 -0.01127808 -0.29778785]]
[[ 0.0854602  -0.53688453  0.07329917]]
[[ 2.66360358 -2.04649203 -6.40436592]]
[[-0.78902813  1.40426742 -1.94353884]]
[[-0.30675465 -0.29950136  0.23927252]]
[[-0.0894726   0.05760588 -0.71503511]]
[[-0.06801841 -0.0850884  -0.18491756]]
[[-0.15912606 -0.07479281  0.2282926 ]]
[[-0.40949294 -0.09501747  0.81512368]]
[[-0.04125342 -0.50918217  0.61355701]]
[[ 1.28489179 -0.96279468  1.87588266]]
[[ 1.88782513 -5.38307234  5.12213287]]
[[-0.25245717 -0.00752923 -0.77159041]]
[[-0.31866372  0.10147091  0.23672208]]
[[-0.06651386 -0.08875328 -0.0293827 ]]
[[-0.12469085 -0.14358335  0.27004162]]
[[-0.03235772 -0.04248396  0.0030106 ]]
[[-0.13603416  0.16889541 -1.09653341]]
[[ 2.28295066 -0.51796735  1.8126091 ]]
[[ 3.95577075 -2.33194107  2.27785105]]
[[-0.05262276 -0.18160795 -0.11963777]]
[[-0.33812531  0.1420999   0.73018134]]
[[ 0.17812934  0.41039943 -1.4044169 ]]
[[ 1.42978507  0.1780963   2.64779905]]
[[ 3.33754107  4.61324868 -1.73828514]]
[[ 2.95957943 -0.90832035  7.34101684]]
[[-0.00667948  0.04637425 -0.12445544]]
[[-0.09563339  0.29283335 -0.8515001 ]]
[[  1.62515616  -1.35121912  10.60515803]]
[[ 0.67574935 -1.43739265 -0.17002775]]
[[-0.28153732 -0.39087414  0.13405084]]
[[-0.50108633 -0.19983544  0.61693117]]
[[ 0.05878898  0.97489252  0.63240986]]
[[ 3.43255647 -1.87316605 -7.63520627]]
[[ 2.4089755   3.6202217   2.47696982]]
[[  5.81035976   2.13066081 -10.1507342 ]]
