b\a	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	0.61904094891	[]	[]
1	1	[]	[]	0.542307462826	[]	[]
2	0	[]	0.516443547357	0.479732217804	0.465804401673	[]
2	1	[]	0.478603864675	0.490235671397	0.539579524983	[]
3	0	[]	[]	0.547561168885	[]	[]
3	1	[]	[]	0.624477687599	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
