c\b	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	0.535188781487	[]	[]	[]
3	0	[]	[]	0.455925194868	0.482985649592	0.524461112546	[]	[]
4	0	[]	[]	[]	0.552718917948	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
