b\a	mol	0	1	2
0	0	[]	2.05711700243	[]
0	1	[]	2.10651440668	[]
1	0	2.86057934725	0.0	1.65903877652
1	1	2.13933298716	1.47654999787	3.16250202644
2	0	[]	2.21802661462	[]
2	1	[]	2.51843380375	[]
