c\b	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	1.28807962132	[]	[]
1	1	[]	[]	0.949678181893	[]	[]
2	0	[]	1.00025921777	1.00513433231	1.36156167853	[]
2	1	[]	0.971322500986	0.671290880423	0.664452815646	[]
3	0	[]	[]	1.18120343606	[]	[]
3	1	[]	[]	0.913045102505	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
