c\b	mol	0	1	2	3	4
0	0	[]	[]	1.42282959446	[]	[]
0	1	[]	[]	1.39237649131	[]	[]
1	0	[]	1.11505347398	1.16853232939	1.43153221507	[]
1	1	[]	1.23576514273	1.13797259281	1.1419878826	[]
2	0	1.16282723921	0.640346914631	0.0	0.563694013399	1.00502171031
2	1	1.04772088342	1.15797022849	0.592528216998	0.479784667673	0.930574397173
3	0	[]	1.17247334003	1.17417307295	1.41885574277	[]
3	1	[]	1.35380831393	1.20370242349	1.17900540061	[]
4	0	[]	[]	1.42978216175	[]	[]
4	1	[]	[]	1.41339198195	[]	[]
