a\c	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	-3.28978989104	[]	[]	[]
2	1	[]	[]	[]	-3.73692118429	[]	[]	[]
3	0	[]	[]	-3.67930877701	-4.96559192815	-3.64447943633	[]	[]
3	1	[]	[]	-3.56687453209	-4.38620185238	-3.64312486746	[]	[]
4	0	[]	[]	[]	-2.79598299937	[]	[]	[]
4	1	[]	[]	[]	-2.53248547602	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
