a\c	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	0.560227023711	[]	[]	[]
2	1	[]	[]	[]	0.566274658413	[]	[]	[]
3	0	[]	[]	0.622453717404	0.537641256527	0.624108208771	[]	[]
3	1	[]	[]	0.704094372213	0.578143067476	0.70501850027	[]	[]
4	0	[]	[]	[]	0.532388903192	[]	[]	[]
4	1	[]	[]	[]	0.624220423941	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
