b\a	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	0.70632800513	[]	[]	[]
2	1	[]	[]	[]	0.632872779168	[]	[]	[]
3	0	[]	[]	0.607273789087	0.576651908346	0.561054036175	[]	[]
3	1	[]	[]	0.57309898682	0.582608235809	0.625022878813	[]	[]
4	0	[]	[]	[]	0.636226703339	[]	[]	[]
4	1	[]	[]	[]	0.707488578684	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
