b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	2.38580706969	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	2.1597628721	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	3.4492902818	2.16181996211	1.68094384517	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	1.99194358072	1.9056515576	1.6610051005	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	3.12696616714	2.41444167165	1.76255825725	1.92303756579	2.34615534059	[]	[]	[]	[]
3	1	[]	[]	[]	[]	1.79447543351	1.7760970219	1.83869176189	2.37380304258	4.00020248916	[]	[]	[]	[]
4	0	[]	[]	[]	3.01214175929	1.89146297789	1.76227934404	1.85065505278	2.58051542434	2.98723302659	4.82264128812	[]	[]	[]
4	1	[]	[]	[]	2.03899582357	2.00266499838	1.86141387447	2.29163131692	3.18613583099	3.89045807331	4.46923580326	[]	[]	[]
5	0	[]	[]	1.52479844216	1.98530552008	1.71650111683	1.6802153745	1.66798690055	2.31364741328	2.83185806822	4.17038675638	3.69473137744	[]	[]
5	1	[]	[]	1.74627648572	1.97924902708	1.71918777705	1.69626181995	1.48186081847	1.91642997987	2.26291261689	2.76763980027	2.46845058288	[]	[]
6	0	[]	2.5635922118	2.02170295517	1.80332034829	1.63171460641	1.47588867012	1.5821570987	1.52119717708	1.66859592894	1.93344628017	1.87705069061	1.96673251571	[]
6	1	[]	2.14963710338	1.84471746476	1.61603808593	1.2239592583	1.24217949129	1.50838601189	1.47277526593	1.62044454931	1.66876328063	2.14035346408	2.77250639228	[]
7	0	[]	[]	1.64859351836	1.39741371939	1.55865555492	1.24807251898	1.19919293123	1.53672337265	1.69179400311	1.98366743757	2.0029791296	[]	[]
7	1	[]	[]	1.32516893551	1.37802071651	1.65244435895	1.69405936887	1.49376210205	1.63240272212	1.93501659307	2.73898612555	3.2424060391	[]	[]
8	0	[]	[]	[]	1.13765891081	1.36945058167	1.56690363933	2.00018411704	1.99755913252	1.81004617092	1.74893175247	[]	[]	[]
8	1	[]	[]	[]	1.69072734503	1.73518826688	1.82121110447	1.95572976864	1.91696619086	0.536426566822	1.7565252061	[]	[]	[]
9	0	[]	[]	[]	[]	2.0700971324	2.0667357187	2.00118726092	1.79666142283	1.31905917413	[]	[]	[]	[]
9	1	[]	[]	[]	[]	1.49486892638	1.73500448368	1.76898122001	2.00771162024	2.06850566631	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	1.30738140112	1.73563386257	1.72665081981	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	1.46227726077	1.82827166053	2.37463331017	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	1.92843106896	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	2.32551698908	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
