c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	1.45130806109	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	2.21501049665	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	1.52479844216	2.02170295517	1.64859351836	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	1.74627648572	1.84471746476	1.32516893551	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	2.47962168901	3.29399922858	1.79281457952	1.80416595555	2.56932249518	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.40129916319	1.84540104493	1.68477367423	2.14684220928	2.90554984216	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	1.61001767658	2.0446487725	1.71655693899	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.78130890087	1.8646470037	1.5122045999	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	1.59299734003	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.22234462109	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
