a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	2.3746206813	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.16322932717	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	3.12696616714	2.93019490195	3.14706372329	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	1.79447543351	1.84893780872	1.81057362398	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	1.47220713113	2.41444167165	1.80276927173	2.43999574854	1.47417567627	[]	[]	[]	[]
5	1	[]	[]	[]	[]	1.9719444358	1.7760970219	1.60822041261	1.77798024758	1.95939949113	[]	[]	[]	[]
6	0	[]	[]	[]	2.32498634028	2.12890739179	1.76255825725	1.67944152961	1.76119584625	2.11930858192	2.32512174545	[]	[]	[]
6	1	[]	[]	[]	2.05193048638	1.84944701642	1.83869176189	1.70412808556	1.80208951496	1.83916149185	2.05132802375	[]	[]	[]
7	0	[]	[]	[]	[]	1.93369556923	1.92303756579	1.53605251241	1.86032438007	1.93197520058	[]	[]	[]	[]
7	1	[]	[]	[]	[]	1.37547603398	2.37380304258	1.73255190229	2.23536519076	1.39592907672	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	2.34615534059	1.62682529094	2.19521742431	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	4.00020248916	1.76499414233	3.67287965521	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	1.66052346594	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	1.80074789201	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
