a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	3.09126370442	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	2.1602586412	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	1.52479844216	3.29399922858	1.61001767658	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	1.74627648572	1.84540104493	1.78130890087	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	3.60120359439	1.98530552008	1.68787458365	2.04381834834	3.65625311076	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.16958571282	1.97924902708	1.4974254266	2.00167988724	2.18409636264	[]	[]	[]	[]
4	0	[]	[]	[]	1.4083188726	3.21742282945	1.71650111683	1.39566819388	1.71498981975	3.2270877438	1.41615916799	[]	[]	[]
4	1	[]	[]	[]	1.4220941672	1.88229839465	1.71918777705	0.952130116172	1.70854090559	1.89326847375	1.42668261215	[]	[]	[]
5	0	[]	[]	1.70033841809	1.50424501054	1.39533639854	1.6802153745	1.10110517925	1.66352283714	1.44366964424	1.51470481594	1.700580183	[]	[]
5	1	[]	[]	2.15890688517	1.82252834705	1.03389533337	1.69626181995	0.521171136631	1.63634723321	1.08680736359	1.82251152166	2.1598931328	[]	[]
6	0	[]	2.47667000997	2.23415182445	1.21190245998	1.43321290581	1.66798690055	0.858640975664	1.62594516636	1.46351568535	1.21667400305	2.23488387202	2.47584217357	[]
6	1	[]	1.96124810303	1.69020131385	1.24533049227	0.413912029785	1.48186081847	0.428301831385	1.42351528755	0.495699960107	1.25124673061	1.69012814882	1.96032350923	[]
7	0	[]	[]	2.38503912644	1.45606209148	1.14723907253	2.31364741328	1.18936371916	2.17470227988	1.18061977023	1.4600288501	2.38543964093	[]	[]
7	1	[]	[]	2.06462456924	1.45446476159	1.41780904965	1.91642997987	0.97729268653	1.80469705842	1.43825609117	1.45511364515	2.06463629152	[]	[]
8	0	[]	[]	[]	0.963054398084	-0.4142291249	2.83185806822	1.30682685343	2.6176493121	-0.31313561526	0.96744311724	[]	[]	[]
8	1	[]	[]	[]	1.21770134843	0.803266940409	2.26291261689	1.29194073238	2.11872028842	0.844305450759	1.21949849013	[]	[]	[]
9	0	[]	[]	[]	[]	-0.14749293861	4.17038675638	1.5965766831	3.79327523798	-0.0692923360522	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.720820643598	2.76763980027	1.49687309032	2.55388116946	0.765341249367	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	3.69473137744	1.45673654838	3.36301173216	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	2.46845058288	1.47550164967	2.27903924902	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	1.44482490102	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	1.50180219643	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
