c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	1.85794716476	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.48283489924	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	-0.14749293861	1.74043404859	1.8383643662	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	0.720820643598	2.00799678321	2.08616495762	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	4.82264128812	4.17038675638	1.93344628017	1.98366743757	1.74893175247	[]	[]	[]	[]
5	1	[]	[]	[]	[]	4.46923580326	2.76763980027	1.66876328063	2.73898612555	1.7565252061	[]	[]	[]	[]
6	0	[]	[]	[]	1.66052346594	1.86234770233	1.5965766831	1.23557942834	1.4876054023	1.81336682993	2.22454707601	[]	[]	[]
6	1	[]	[]	[]	1.80074789201	1.81742369858	1.49687309032	1.3825216262	1.48629152268	2.11597881139	2.65877942693	[]	[]	[]
7	0	[]	[]	[]	[]	4.39423640192	3.79327523798	1.85616484282	1.98489234585	1.76572369765	[]	[]	[]	[]
7	1	[]	[]	[]	[]	4.06970591478	2.55388116946	1.63202803165	2.74047606652	1.79229328246	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	-0.0692923360522	1.7419966908	1.83813338478	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	0.765341249367	1.9861243816	2.10943672056	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	1.85653569904	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	2.4806055698	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
