c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	2.50561633541	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.00081384032	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	3.60120359439	1.919553638	0.989433504863	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	2.16958571282	1.82906820485	-1.51949955756	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	3.01214175929	1.98530552008	1.80332034829	1.39741371939	1.13765891081	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.03899582357	1.97924902708	1.61603808593	1.37802071651	1.69072734503	[]	[]	[]	[]
6	0	[]	[]	[]	2.3746206813	2.22283608763	1.68787458365	1.42635390444	1.82152330479	2.51884666411	2.81818749286	[]	[]	[]
6	1	[]	[]	[]	2.16322932717	1.79832313397	1.4974254266	1.43937087518	1.96908672191	2.5903023847	2.33181464937	[]	[]	[]
7	0	[]	[]	[]	[]	3.04358250982	2.04381834834	1.81618610826	1.50947305626	1.4127321567	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.06373770867	2.00167988724	1.64745641774	1.59382028165	1.97714400593	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	3.65625311076	1.95301967596	1.05551596269	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.18409636264	1.8300418013	-1.25446223446	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	2.50863636886	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	2.00119476214	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
