b\a	mol	0	1	2
0	0	[]	1.35495700811	[]
0	1	[]	1.3084099112	[]
1	0	1.00772271355	0.0	1.3354782903
1	1	1.39019089507	0.69035234804	1.33570117105
2	0	[]	1.33538880408	[]
2	1	[]	1.33446364013	[]
