c\b	mol	0	1	2
0	0	[]	1.3266106836	[]
0	1	[]	1.33281866309	[]
1	0	1.35495700811	0.0	1.33538880408
1	1	1.3084099112	0.69035234804	1.33446364013
2	0	[]	1.33467754585	[]
2	1	[]	1.3359745848	[]
